date,spot_id,product_id,is_heated,amount
2026-03-02,2,1,True,14.45
2026-03-02,2,2,False,14.36
2026-03-02,2,2,True,23.29
2026-03-02,2,10,True,19.47
2026-03-02,2,16,False,17.44
2026-03-02,2,20,False,53.89
2026-03-02,2,21,False,42.61
2026-03-02,2,40,False,36.33
2026-03-02,2,77,False,15.06
2026-03-02,2,80,False,17.04
2026-03-02,2,88,False,13.3
2026-03-02,2,88,True,16.35
2026-03-02,2,90,False,40.14
2026-03-02,2,105,False,8.6
2026-03-02,2,121,False,63.47
2026-03-02,2,127,False,9.8
2026-03-02,2,142,False,9.22
2026-03-02,2,156,False,77.82
2026-03-02,2,171,False,19.51
2026-03-02,2,180,False,37.9
2026-03-02,2,181,False,9.13
2026-03-02,2,182,False,23.98
2026-03-02,2,216,False,9.31
2026-03-02,2,219,False,60.05
2026-03-02,2,255,False,37.97
2026-03-02,2,256,False,15.75
2026-03-02,2,257,False,18.31
2026-03-02,2,260,False,44.13
2026-03-02,2,261,False,15.5
2026-03-02,2,262,False,27.09
2026-03-02,2,263,False,49.36
2026-03-02,2,265,False,30.78
2026-03-02,2,266,False,26.62
2026-03-02,2,267,False,15.56
2026-03-02,2,269,False,45.1
2026-03-02,2,271,False,41.53
2026-03-02,2,272,False,15.09
2026-03-02,2,274,False,14.14
2026-03-02,2,275,False,25.97
2026-03-02,2,277,False,32.16
2026-03-02,2,278,False,16.11
2026-03-02,2,279,False,20.94
2026-03-02,2,280,False,16.6
2026-03-02,2,281,False,72.51
2026-03-02,2,282,False,4.64
2026-03-02,2,284,False,2.25
2026-03-02,9,1,False,46.29
2026-03-02,9,2,False,32.2
2026-03-02,9,10,False,45.65
2026-03-02,9,16,False,15.41
2026-03-02,9,17,False,17.44
2026-03-02,9,19,False,18.21
2026-03-02,9,20,False,86.33
2026-03-02,9,21,False,13.53
2026-03-02,9,22,False,17.73
2026-03-02,9,58,False,10.31
2026-03-02,9,77,False,22.63
2026-03-02,9,80,False,9.8
2026-03-02,9,81,False,18.5
2026-03-02,9,88,False,79.71
2026-03-02,9,90,False,26.05
2026-03-02,9,121,False,111.45
2026-03-02,9,127,False,9.09
2026-03-02,9,142,False,12.27
2026-03-02,9,156,False,93.43
2026-03-02,9,165,False,14.72
2026-03-02,9,167,False,24.72
2026-03-02,9,171,False,18.42
2026-03-02,9,180,False,129.64
2026-03-02,9,181,False,41.74
2026-03-02,9,182,False,51.7
2026-03-02,9,219,False,64.15
2026-03-02,9,255,False,27.76
2026-03-02,9,256,False,8.55
2026-03-02,9,260,False,52.42
2026-03-02,9,261,False,69.39
2026-03-02,9,262,False,17.1
2026-03-02,9,263,False,61.97
2026-03-02,9,264,False,52.2
2026-03-02,9,265,False,17.82
2026-03-02,9,266,False,20.23
2026-03-02,9,268,False,18.73
2026-03-02,9,269,False,35.64
2026-03-02,9,270,False,17.26
2026-03-02,9,271,False,20.18
2026-03-02,9,272,False,58.62
2026-03-02,9,273,False,7.79
2026-03-02,9,275,False,36.47
2026-03-02,9,276,False,78.32
2026-03-02,9,277,False,49.75
2026-03-02,9,278,False,43.79
2026-03-02,9,280,False,36.32
2026-03-02,9,281,False,49.02
2026-03-02,9,282,False,3.07
2026-03-02,9,283,False,2.45
2026-03-02,9,284,False,3.55
2026-03-02,13,1,False,48.79
2026-03-02,13,2,False,17.84
2026-03-02,13,10,False,51.29
2026-03-02,13,17,False,32.97
2026-03-02,13,19,False,19.47
2026-03-02,13,20,False,43.53
2026-03-02,13,21,False,45.14
2026-03-02,13,22,False,14.4
2026-03-02,13,40,False,10.22
2026-03-02,13,58,False,26.5
2026-03-02,13,80,False,13.18
2026-03-02,13,88,False,18.2
2026-03-02,13,90,False,61.75
2026-03-02,13,105,False,13.0
2026-03-02,13,121,False,75.7
2026-03-02,13,142,False,9.66
2026-03-02,13,156,False,116.01
2026-03-02,13,165,False,22.88
2026-03-02,13,167,False,34.89
2026-03-02,13,171,False,8.59
2026-03-02,13,180,False,13.87
2026-03-02,13,181,False,15.38
2026-03-02,13,182,False,81.3
2026-03-02,13,219,False,31.88
2026-03-02,13,260,False,53.52
2026-03-02,13,261,False,18.44
2026-03-02,13,262,False,54.48
2026-03-02,13,263,False,44.12
2026-03-02,13,264,False,31.55
2026-03-02,13,265,False,8.81
2026-03-02,13,267,False,33.07
2026-03-02,13,268,False,36.19
2026-03-02,13,271,False,16.76
2026-03-02,13,272,False,38.29
2026-03-02,13,275,False,15.86
2026-03-02,13,276,False,72.37
2026-03-02,13,276,True,25.44
2026-03-02,13,277,False,67.26
2026-03-02,13,278,False,96.89
2026-03-02,13,279,False,34.08
2026-03-02,13,282,False,1.26
2026-03-02,13,283,False,2.55
2026-03-02,17,1,False,39.71
2026-03-02,17,2,False,20.72
2026-03-02,17,2,True,12.05
2026-03-02,17,10,False,13.89
2026-03-02,17,19,False,13.75
2026-03-02,17,21,False,10.1
2026-03-02,17,22,False,38.41
2026-03-02,17,58,False,14.73
2026-03-02,17,77,False,11.06
2026-03-02,17,80,False,33.05
2026-03-02,17,81,False,19.04
2026-03-02,17,88,False,42.87
2026-03-02,17,90,False,44.38
2026-03-02,17,105,False,12.6
2026-03-02,17,121,False,50.41
2026-03-02,17,127,False,9.83
2026-03-02,17,142,False,42.93
2026-03-02,17,156,False,50.06
2026-03-02,17,156,True,24.55
2026-03-02,17,167,False,22.84
2026-03-02,17,180,True,10.71
2026-03-02,17,181,False,11.06
2026-03-02,17,182,False,53.41
2026-03-02,17,219,False,52.95
2026-03-02,17,255,False,32.83
2026-03-02,17,256,True,8.71
2026-03-02,17,257,False,7.75
2026-03-02,17,260,False,60.43
2026-03-02,17,261,False,48.83
2026-03-02,17,262,False,54.08
2026-03-02,17,263,False,44.23
2026-03-02,17,263,True,21.64
2026-03-02,17,264,False,45.38
2026-03-02,17,265,False,27.13
2026-03-02,17,267,False,16.44
2026-03-02,17,268,False,19.89
2026-03-02,17,269,False,41.57
2026-03-02,17,271,False,38.65
2026-03-02,17,272,False,28.7
2026-03-02,17,274,False,15.11
2026-03-02,17,275,False,18.87
2026-03-02,17,276,False,40.07
2026-03-02,17,277,False,25.83
2026-03-02,17,277,True,14.82
2026-03-02,17,278,False,26.09
2026-03-02,17,278,True,20.45
2026-03-02,17,279,False,18.09
2026-03-02,17,280,False,27.3
2026-03-02,17,281,False,86.36
2026-03-02,17,282,False,13.65
2026-03-02,17,283,False,3.75
2026-03-02,17,284,False,1.65
2026-03-03,2,1,False,14.21
2026-03-03,2,2,False,4.49
2026-03-03,2,3,False,13.77
2026-03-03,2,3,True,13.98
2026-03-03,2,10,False,15.35
2026-03-03,2,10,True,13.18
2026-03-03,2,17,False,23.63
2026-03-03,2,19,False,4.4
2026-03-03,2,22,False,4.73
2026-03-03,2,38,False,15.43
2026-03-03,2,58,False,15.06
2026-03-03,2,59,False,127.59
2026-03-03,2,81,False,7.42
2026-03-03,2,91,False,33.04
2026-03-03,2,92,False,101.39
2026-03-03,2,109,False,24.29
2026-03-03,2,126,False,55.629999999999995
2026-03-03,2,130,False,33.32
2026-03-03,2,133,False,27.42
2026-03-03,2,134,False,21.9
